"date";"MMM.Open";"AXP.Open";"AMGN.Open";"AAPL.Open";"BA.Open";"CAT.Open";"CVX.Open";"CSCO.Open";"KO.Open";"DOW.Open";"GS.Open";"HD.Open";"HON.Open";"IBM.Open";"INTC.Open";"JNJ.Open";"JPM.Open";"MCD.Open";"MRK.Open";"MSFT.Open";"NKE.Open";"PG.Open";"CRM.Open";"TRV.Open";"UNH.Open";"VZ.Open";"V.Open";"WBA.Open";"WMT.Open";"DIS.Open"
"2002-08-01";62,625;30,066555;45,790001;0,269821;41;22,200001;36,875;12,98;24,924999;NA;73,150002;30,75;30,851038;67,304016;18,719999;53;24,959999;24,65;47,099236;23,790001;6,0625;44,369999;NA;30,75;21,8375;29,81255;NA;35,450001;49;17,204559
"2002-08-02";60,799999;29,865236;43,610001;0,263214;40,630001;21,65;35,5;12,25;25;NA;71,5;29,5;30,078808;65,210327;17,559999;52,099998;24,530001;24,110001;45,181297;22,754999;5,81875;43,935001;NA;30,799999;21,525;28,778328;NA;34,48;47,200001;14,95534
"2002-08-05";59,529999;28,902407;43,200001;0,259107;39,650002;20,674999;35,400002;11,58;25,049999;NA;70,489998;28,43;29,096838;64,952202;16,68;52,5;22,879999;23,58;45,562977;22,145;5,65375;44,700001;NA;29,5;21,125;28,148802;NA;33,349998;46,099998;14,85669
"2002-08-06";59,200001;27,003004;42,919998;0,25375;39,009998;20,549999;34,549999;11,67;24,49;NA;69,349998;27,9;27,723986;64,053535;16,33;50,75;23,5;23,84;44,112595;22,450001;5,5375;44,349998;NA;28,700001;20,8125;27,294447;NA;32,619999;47,900002;14,50155
"2002-08-07";61,494999;29,042454;45,09;0,269464;39,849998;21,575001;35,724998;13,33;24,145;NA;70,849998;28,530001;29,792797;65,965584;17,99;51,5;24,42;23,43;45,114506;23,5;5,6375;44,095001;NA;29;21,5;26,934717;NA;34,23;48,5;14,353575
"2002-08-08";61,169998;28,972429;45,560001;0,26375;41;21,65;36,400002;12,84;24,525;NA;71,099998;28,26;30,555492;66,156792;17,59;52,93;25,299999;23,5;46,937023;23,555;5,53875;44,470001;NA;29,25;21,225;26,934717;NA;34,990002;48,549999;13,761675
"2002-08-09";62,724998;30,416676;47,200001;0,272321;41,099998;22,15;37;12,99;25,370001;NA;73,699997;26,85;31,794874;67,504784;17,92;54,099998;25,6;22,030001;47,948475;24,075001;5,5625;44,825001;NA;30;21,9375;26,71888;NA;35,599998;48,650002;14,156275
"2002-08-12";62,5;30,854324;47,009998;0,266071;40,150002;22,049999;37,375;13;25,1;NA;74,75;27,5;30,555492;67,92543;17,200001;53,900002;25,799999;22,65;47,853054;23,805;5,425;45;NA;29,75;21,8375;26,664921;NA;35,25;48,200001;14,4029
"2002-08-13";62,5;30,81056;47,490002;0,266071;39,900002;22,450001;37,52;13,34;25;NA;75,230003;26,73;30,507826;68,403442;17,4;54,099998;24,950001;22,92;48,282444;23,995001;5,35;44,974998;NA;29,9;22,15;27,204514;NA;35,25;48,41;13,811
"2002-08-14";62;30,171591;45,599998;0,261964;36,830002;21,875;37,974998;13,52;25,129999;NA;74,790001;26,799999;28,601086;68,785851;16,92;53,490002;24,4;22,469999;46,851147;23,625;5,3875;45,029999;NA;29,459999;21,702499;26,530022;NA;35,330002;49,349998;13,6137
"2002-08-15";63,25;31,86092;47,419998;0,272321;36;22,25;38,625;14,46;26;NA;79;28,549999;29,506786;72,084129;18,34;56;25,120001;23,120001;48,664124;24,98;5,53;46,025002;NA;30,780001;22,799999;28,103836;NA;37,110001;53,049999;14,30425
"2002-08-16";63,275002;32,561161;47,490002;0,275893;37,950001;21,955;38,450001;14,24;25,705;NA;79,150002;28,1;30,603163;73,135757;18,059999;55,990002;24,790001;24,35;48,263359;24,715;5,61875;45;NA;31,190001;22;27,384378;NA;36,869999;54,25;15,1921
"2002-08-19";63,165001;32,123508;47,349998;0,281786;37,509998;21,775;38,209999;14,7;26,219999;NA;79,529999;28,99;30,174145;75,86042;18,610001;55,009998;24,98;23,700001;47,709923;25,02;5,485;45,299999;NA;31;22,215;28,688396;NA;36,700001;53;15,9813
"2002-08-20";64,25;32,386101;46,02;0,285179;38,57;22,174999;37,974998;14,67;25,6;NA;81,25;30,540001;30,174145;77,973228;19,18;55,400002;27,01;24,620001;48,234734;25,690001;5,4475;45,174999;NA;31,379999;22,275;28,778328;NA;37,25;54,099998;16,425224
"2002-08-21";64,5;32,053486;47,200001;0,285893;38;22,325001;37,799999;14,93;26,049999;NA;79,949997;31,4;29,459118;78,298279;19,23;55,290001;26,5;24,5;48,549618;25,780001;5,625;45,125;NA;32,5;22,5375;28,598463;NA;37;54;16,3759
"2002-08-22";64,239998;32,412357;47,639999;0,289286;37,599998;22,200001;38,549999;15,1;26,370001;NA;79,650002;32,959999;29,554455;77,39006;19,43;55,099998;26,4;24,68;49,427483;26,424999;5,70625;45,09;NA;31,950001;22,5;29,218996;NA;36,98;54;16,69158
"2002-08-23";62,98;33,112598;48,32;0,283929;38,5;22,674999;39,014999;14,94;26,200001;NA;79,099998;33,860001;29,888136;77,629066;18,84;56,200001;26,299999;24,15;51,068703;26,33;5,74125;45,099998;NA;32,5;22,932501;29,048124;NA;36,689999;53,700001;16,819824
"2002-08-26";63,255001;32,762478;47,540001;0,284821;37,130001;22,424999;39,025002;14,52;26,35;NA;78,849998;33,650002;29,154039;76,864243;18,1;54,990002;25,75;24,35;50,152672;26,25;5,71875;45,125;NA;31,969999;22,775;28,427591;NA;35,889999;53,099998;16,602795
"2002-08-27";64,25;33,480225;47;0,280536;37,099998;22,975;39,66;14,63;26,514999;NA;80,029999;34,299999;29,07777;76,864243;17,91;55,939999;27;24;50,076336;26,165001;5,8125;45,125;NA;31,85;22,5375;29,138058;NA;35,700001;53,400002;16,484415
"2002-08-28";63,075001;32,21104;45,5;0,264286;37,029999;22,4;38,625;13,78;26,1;NA;78,300003;33;28,17207;72,657745;17,110001;54,5;26,4;23,52;48,664124;25,24;5,65625;43,5;NA;30,549999;21,975;27,968939;NA;35,290001;52,799999;15,734675
"2002-08-29";62,099998;31,073151;45,040001;0,261607;36,73;21,75;38,125;13,48;25,325001;NA;75,75;32,490002;27,504711;72,275337;16,58;53,849998;25,9;23,58;47,480915;24,445;5,40125;44,549999;NA;29,76;21,540001;27,204514;NA;34,349998;52,66;14,89615
"2002-08-30";62,299999;31,432022;45,419998;0,263036;36,93;21,625;37,650002;13,95;25,1;NA;77,379997;32,900002;27,876526;72,227531;16,889999;53,57;26,25;23,83;48,330154;25,07;5,38125;43,935001;NA;30,09;21,9;27,321424;NA;35,189999;53,200001;15,5867
"2002-09-03";61,825001;31,116915;44,939999;0,25875;36,799999;21,799999;37,625;13,6;25,200001;NA;76,059998;32,630001;28,267406;70,936905;16,469999;53,880001;25,65;23,57;47,185116;24,26;5,35;44,330002;NA;30,42;21,9925;27,204514;NA;34,75;52,849998;15,36967
"2002-09-04";60,049999;29,278786;43,299999;0,253571;35,5;21,315001;36,5;13,16;25;NA;73,75;31,75;28,267406;69,168259;15,81;53,25;24,76;23,02;45,324429;23,725;5,2875;43,5;NA;30,15;21,192499;26,404116;NA;33,720001;51,869999;14,77777
"2002-09-05";59,5;29,541374;43,599998;0,253929;36,450001;21;36,389999;13,08;25,025;NA;73,300003;32;28,553417;69,541107;15,81;54,34;24,629999;21,85;45,801525;23,75;5,21875;44,27;NA;30,25;21,512501;26,530022;NA;33,049999;51;14,83696
"2002-09-06";60,525002;30,302885;44,110001;0,259107;36,580002;21,475;37,125;13,14;24,875;NA;74;32,580002;28,71549;70,506691;16,4;55,099998;25,040001;21,950001;46,7271;23,875;5,25;45,474998;NA;29,889999;21,674999;26,979683;NA;33,5;51,599998;14,767905
"2002-09-09";61,189999;29,436338;44,400002;0,255;37,209999;21,5;37,299999;12,91;24,780001;NA;71,699997;32,799999;28,934765;69,263863;16,030001;54,25;23,200001;20,950001;46,374046;23,625;5,1625;44,625;NA;29,969999;21,66;26,305191;NA;34,459999;52,650002;15,123045
"2002-09-10";62,029999;30,46044;45,09;0,257321;37,299999;21,625;37,125;13,09;25,25;NA;74,25;33,490002;28,791759;71,319313;16,190001;55,349998;23,9;21,59;47,146946;24,27;5,13125;45,494999;NA;30,530001;22,120001;26,979683;NA;34,700001;53,650002;15,68535
"2002-09-11";63,575001;31,607082;46,310001;0,256071;37,43;21,85;38,25;13,53;25,790001;NA;74,75;33,5;28,629686;73,040154;16,73;56,25;24,01;21,450001;47,853054;25,115;5,28125;45,849998;NA;31,5;22,254999;28,238735;NA;35,700001;55,400002;16,1786
"2002-09-12";61,869999;30,005283;45,540001;0,253571;36,880001;21,375;37,099998;13,37;25,174999;NA;73,150002;32,849998;27,1901;70,793503;16,360001;54,5;22,879999;20,719999;46,660305;24,075001;5,36;45,525002;NA;31,639999;22,127501;29,227989;NA;34,950001;54,200001;15,88265
"2002-09-13";61,169998;29,191256;44,82;0,252321;35,869999;20,825001;36;12,82;24,65;NA;72,050003;32,48;23,128744;68,355644;15,7;53,549999;22,01;20,1;46,660305;23,450001;5,0625;45,5;NA;31,6;22,415001;27,519276;NA;34,639999;53,119999;15,29075
"2002-09-16";60,025002;29,58514;45,369999;0,2525;35,900002;20,325001;36,5;12,99;24,924999;NA;72,800003;33,360001;22,432785;68,833649;15,99;54,139999;21,6;21,200001;46,574429;23,799999;5,1875;46;NA;32,099998;22,950001;27,204514;NA;35,02;54,5;15,29075
"2002-09-17";59,535;30,854324;45,900002;0,260179;37,400002;20,799999;36,875;13,11;25,6;NA;73,449997;34,5;23,834238;69,789673;16,16;54,900002;22,200001;21,200001;47,318703;24,334999;5,4125;46,52;NA;32,950001;23,219999;28,328667;NA;35,310001;55,900002;15,90238
"2002-09-18";58,330002;28,753605;44,709999;0,262321;36,09;19,450001;35,68;12,15;24,35;NA;69,5;32,900002;23,023874;67,543022;15,22;53,080002;19,059999;18,6;44,942749;23,360001;5,1375;45,66;NA;31;22,6875;27,465317;NA;33,900002;53,650002;15,44859
"2002-09-19";58,375;27,659479;44,599998;0,263393;36;19,125;35,349998;11,96;24;NA;69,379997;32,700001;22,404184;61,950287;15,02;53;20;17,809999;43,959923;23,34;5,3625;45,75;NA;30,969999;22,75;26,754852;NA;33,5;54,389999;15,044125
"2002-09-20";59,095001;28,079624;42,299999;0,261071;35,900002;18,895;35,349998;12,1;23,9;NA;67,349998;32,369999;22,308847;62,523903;15,11;51,959999;20,120001;18;43,110687;23,855;5,48125;45,560001;NA;30,35;22,325001;26,46707;NA;32,970001;53,709999;14,748175
"2002-09-23";58,950001;27,353125;41,32;0,263571;35,900002;18,575001;35,025002;11,94;23,559999;NA;66,099998;31;22,16584;60,946465;14,72;51,5;19,559999;17,85;42,986641;23,299999;5,51375;45,009998;NA;29,67;22,5075;26,125326;NA;32,459999;53,700001;14,69885
"2002-09-24";58,005001;27,379383;39,330002;0,257143;35,119999;18,575001;34,674999;11,63;23,450001;NA;65,669998;29,25;21,898897;58,393883;14;51,900002;19,26;17,959999;42,604961;22,415001;5,28875;45,075001;NA;29,9;22,049999;26,170292;NA;32,889999;51,900002;14,452225
"2002-09-25";57,25;27,554443;42,84;0,262321;35,099998;18,725;34,355;11,56;23,9;NA;67,25;28,75;21,431747;58,508602;14,56;54,25;19,030001;18;44,17939;23,200001;5,425;44,200001;NA;30,35;21,9625;26,08036;NA;33,639999;52,299999;14,89615
"2002-09-26";56,654999;28,44725;44,360001;0,269643;35,810001;19,1;35,575001;11,97;24,245001;NA;67,449997;27,700001;22,070503;61,376675;15,64;54,189999;18,889999;18,08;45,515266;23,555;5,595;44,974998;NA;30,049999;22;26,46707;NA;34,52;52,5;15,261155
"2002-09-27";57,880001;28,788616;43,330002;0,25875;36,299999;19,450001;36,404999;11,19;24,215;NA;67,550003;28,1;22,022837;58,728489;14,99;55,290001;19,27;18,27;45,706108;23,02;5,685;45,389999;NA;29,870001;21,875;26,170292;NA;35,099998;53,25;15,537375
"2002-09-30";56,275002;27,064276;41,459999;0,257143;34,400002;18,325001;35,485001;10,99;23,9;NA;65,949997;26,25;21,117134;56,931168;14,25;54,25;18,35;17,9;44,14122;22,434999;5,38125;44,189999;NA;28,25;21,799999;24,506544;NA;31,99;51,25;14,846825
"2002-10-01";55,375;27,396891;42,110001;0,260536;34,32;18,674999;34,924999;10,66;24,200001;NA;66,5;25,950001;21,069466;56,596558;14,05;54,950001;19,15;17,84;44,17939;22,16;5,39875;44,75;NA;28,77;21,887501;24,749363;NA;30,610001;49,240002;15,044125
"2002-10-02";58,145;28,403484;44,400002;0,255893;35,5;19,125;35,875;10,72;25,075001;NA;68,459999;26,129999;21,879831;58,489483;14,77;57,509998;19,139999;18,040001;44,799618;23,049999;5,42;45,224998;NA;30,25;21,9925;26,754852;NA;31,25;51,709999;15,48805
"2002-10-03";57,240002;27,353125;44,52;0,253214;34,779999;18,875;35,974998;9,98;25,15;NA;65,400002;25;20,66905;57,648186;14,29;58,450001;18,26;18,139999;44,704197;22,65;5,38375;45,279999;NA;28,540001;22,65;27,879005;NA;30,83;51,330002;16,326574
"2002-10-04";57,509998;26,223988;45,950001;0,256429;34,32;18,834999;36,575001;9,98;25,6;NA;63,25;25,48;21,117134;56,883366;14,15;57,98;17,629999;17,950001;43,71183;22,695;5,275;45;NA;28,1;22,83;29,632685;NA;31,75;51,110001;15,833325
"2002-10-07";57,255001;24,972309;43,299999;0,249464;32,220001;18,1;35,900002;9,21;25,415001;NA;61,549999;25,4;19,544075;54,110901;13,73;56,950001;16,549999;17,25;42,328243;21,905001;5,2125;44,259998;NA;27,74;22,4375;29,67765;NA;31,76;51,200001;14,846825
"2002-10-08";56,125;24,237057;45,060001;0,248214;33;18,075001;35,375;9,21;25,5;NA;60,450001;24,889999;19,544075;55,239006;14,04;57,400002;17,25;17,5;42,938931;22,375;5,05;44,720001;NA;27,6;22,6625;29,67765;NA;31,5;50,950001;13,958975
"2002-10-09";56,395;24,324587;45,34;0,241786;31,4;17,665001;34,455002;8,45;25,75;NA;60,299999;24,77;18,495369;53,585087;13;57,5;16,049999;17,35;42,46183;22,115;4,93125;44,650002;NA;28,66;22,7875;28,778328;NA;32,349998;52,610001;14,12668
"2002-10-10";56,165001;24,053244;45,549999;0,243393;30,299999;17,025;34,075001;9,3;25,700001;NA;59,27;23,98;18,304695;52,246655;13,49;55,5;15,46;16,219999;43,540077;22;4,91625;44,264999;NA;27,040001;22,747499;28,778328;NA;32,150002;50,75;14,10695
"2002-10-11";58,799999;26,215235;48,75;0,254464;31,75;17,75;35,900002;10,09;25,700001;NA;62,700001;25,25;19,258064;59,273422;14,39;57,029999;16,440001;17,42;43,902672;23,68;5,01;44,700001;NA;31,5;23,1875;29,821543;NA;32,950001;51,650002;15,636025
"2002-10-14";59,950001;26,407801;48,23;0,259821;30,299999;18,15;35,994999;10,06;25,6;NA;63,599998;26;19,973091;58,833652;14,92;56,709999;17,01;17,82;45,143131;24,125;5,175;45;NA;31,25;23,3325;31,647167;NA;33,830002;53,830002;15,142775
"2002-10-15";60,994999;28,666075;49,990002;0,271786;31,530001;18,5;36,755001;10,66;26,275;NA;68;27,99;21,212473;64,770554;15,94;58,849998;18,299999;18,16;48,282444;25,629999;5,425;46;NA;31,4;24,125;31,791059;NA;34;55,439999;16,1786
"2002-10-16";62,5;28,245932;49,860001;0,265357;32,16;19,625;37,165001;10,33;25;NA;69;29;21,164803;63,671127;13,53;59,299999;18,15;17,549999;48,616413;25,195;5,5625;45,009998;NA;32,66;24,1175;31,575222;NA;34;56,290001;16,1786
"2002-10-17";62,639999;29,628904;51,389999;0,25375;30,75;19,975;37,349998;10,58;23,85;NA;70,690002;29,9;21,164803;69,598473;14,22;59,5;19,6;17,58;48,854961;26,139999;5,55625;45,450001;NA;33,700001;24,98;31,925959;NA;35;57,450001;16,523874
"2002-10-18";62;29,49761;50,049999;0,25;28,690001;20,049999;37,125;10,23;22,75;NA;70,849998;29,15;20,974131;68,575523;14,24;59,400002;18,780001;17,469999;48,425571;26,299999;5,5625;45;NA;33,889999;24,41;31,611195;NA;34,139999;55;16,030624
"2002-10-21";62,564999;29,541374;50,150002;0,254643;29;20,5;37,299999;10,38;23,549999;NA;70;30,379999;21,536617;70,411087;14,22;59,5;18,68;17,59;47,089695;25,985001;5,4175;45,474998;NA;33,610001;24,975;31,386364;NA;34,52;56,290001;16,523874
"2002-10-22";63,205002;29,593893;49,849998;0,258393;29,98;21;36,599998;10,54;24;NA;72,730003;29,5;22,499521;71,223709;14,85;60,669998;19,98;18,950001;48,091602;25,715;5,66875;45,740002;NA;34;24,8325;31,925959;NA;34,75;56,41;16,9678
"2002-10-23";63,900002;29,742695;49,950001;0,26125;29,969999;20,895;35,695;11,12;23,945;NA;71,849998;29,59;22,051437;71,128105;15,07;58,82;19,700001;18,65;47,690842;25,715;5,66375;45,224998;NA;33,619999;24,745001;32,465553;NA;34,43;56,099998;16,7705
"2002-10-24";64,875;29,716434;50,5;0,268214;30,870001;21,725;36,75;11,48;24,049999;NA;74,269997;30,450001;23,16688;72,179733;16,35;57,950001;20,24;19,280001;49,112595;26,68;5,6675;45,625;NA;32,25;24,924999;33,40984;NA;35,080002;57,240002;17,707676
"2002-10-25";62,630001;28,44725;48,82;0,262321;29,99;20,559999;36,375;11,6;23,465;NA;72,5;30;22,16584;69,311661;15,69;57,720001;19,52;18,43;48,177483;25,625;5,73125;44,299999;NA;33,25;24,5725;32,600449;NA;34,299999;56,48;17,115774
"2002-10-28";64,154999;29,156242;50,09;0,277679;30,42;20,875;36,650002;12,1;23,49;NA;74,900002;31,1;22,976206;71,845123;17,129999;57,98;21;18,82;51,908398;26,700001;6;44,349998;NA;34,400002;24,275;33,27494;NA;35,959999;57,43;17,757
"2002-10-29";62,5;29,979025;49,200001;0,278036;28,9;20,25;36,375;10,74;22,875;NA;73,489998;30;22,661594;73,193115;16,700001;57,02;20,799999;18,17;51,192749;26,075001;5,825;44,02;NA;32,75;23,8125;33,814537;NA;34,959999;55;16,898745
"2002-10-30";62,875;30,6355;48,82;0,276607;29,77;20,299999;35,474998;10,79;23,1;NA;72,360001;29,83;23,023874;73,61377;16,58;56,720001;20,5;18,360001;51,145039;26,1;5,8375;44,5;NA;32,57;23,844999;33,005146;NA;35,049999;55,09;16,523874
"2002-10-31";63,665001;31,77339;48,25;0,285536;30,4;20,6;35,275002;11,05;23,360001;NA;72,360001;29,549999;23,147812;75,210327;17,110001;57,34;21,049999;18,1;51,755726;26,594999;5,8875;44,470001;NA;33,360001;24;34,623924;NA;34,02;53,549999;16,514009
"2002-11-01";63,345001;31,659601;46,700001;0,284643;29,790001;20,4;33,875;11,02;23,24;NA;71,599998;28,809999;22,594858;75,430206;17,1;58,330002;20,75;18,02;51,049618;26,215;5,89375;43,900002;NA;32,549999;22,737499;33,454807;NA;33,290001;53,59;16,523874
"2002-11-04";64,550003;32,368595;47,400002;0,294643;30,41;21,059999;34,75;12,37;23,42;NA;74,980003;28,4;23,853306;78,384323;18,870001;59,5;22,35;18,32;51,812977;28,375;6;44;NA;33,650002;23,5725;35,604187;NA;33,82;54,560001;17,904976
"2002-11-05";64,190002;31,782143;48,09;0,299107;29,870001;21,434999;33,970001;12,24;22,924999;NA;75,959999;27,25;23,653097;78,154877;18,360001;58,720001;21,82;18,5;51,230915;27,889999;5,91875;43,224998;NA;33,360001;23,3375;35,127548;NA;31,629999;53,459999;17,9543
"2002-11-06";64,489998;32,386101;47,330002;0,305;32,040001;21,799999;34,525002;12,98;23,155001;NA;76,739998;28,450001;24,978283;77,246651;18,49;59,900002;22,950001;18,83;51,7271;28,495001;5,78;44,355;NA;33,5;23;35,658146;NA;32,419998;54,419998;18,44755
"2002-11-07";65,25;31,59833;45,41;0,3025;33,779999;21,799999;34,424999;12,2;22,6;NA;76,559998;28,309999;25,817247;76,481834;18,68;60,279999;21,200001;19;52,748093;28,1;5,58125;43,875;NA;33,619999;23,6625;35,028622;NA;32,099998;54,349998;18,44755
"2002-11-08";64,184998;30,688019;45,619999;0,285893;32,849998;21,325001;33,974998;12,25;22,325001;NA;74,099998;27,35;24,92108;75,047798;18,370001;60,099998;20,6;17,5;52,88168;28;5,5675;44,25;NA;32,34;23,76;34,27319;NA;31,469999;54;16,829691
"2002-11-11";64,150002;30,854324;44,990002;0,281071;33,18;21,5;33,625;12,48;22,254999;NA;73,089996;26,65;24,79714;74,177818;17,959999;60,27;20,219999;17,35;53,339695;27,535;5,50125;43,299999;NA;32,240002;22,075001;34,444061;NA;30,59;54,040001;17,3624
"2002-11-12";63,279999;30,6355;44,52;0,273571;31,799999;20,799999;34;12,32;22,549999;NA;71,779999;26,700001;24,015379;74,091782;17,52;60,200001;20,309999;17;52,585876;27,049999;5,36875;43,240002;NA;32,220001;22;34,264198;NA;31,49;53,599998;17,135506
"2002-11-13";63,404999;30,696772;45,02;0,276786;31,629999;21,275;33,275002;12,8;22,25;NA;72,07;26,610001;23,862839;76,003822;17,620001;60;20,5;16,66;51,622135;27,120001;5,4375;42,939999;NA;32,349998;22,2675;34,525002;NA;31,18;53,860001;17,303209
"2002-11-14";64,510002;31,580824;45,5;0,283929;32,099998;21,530001;33,400002;13,67;22,875;NA;73,400002;27,75;20,592781;76,845123;18,870001;60,369999;21,42;17,15;50,39122;27,995001;5,53125;43,025002;NA;33,200001;22,75;34,309162;NA;32,389999;55,049999;17,93457
"2002-11-15";64,5;32,351089;46,91;0,289821;31,35;22,15;33,400002;13,85;22,57;NA;74,989998;28;21,9275;76,845123;18,48;60,25;21,93;17,299999;51,59351;28,299999;5,6275;43,244999;NA;33,5;22,65;34,444061;NA;31,32;55,57;18,003626
"2002-11-18";64,754997;33,208881;48,48;0,289107;31,540001;22,65;33,825001;14,35;23,1;NA;75,699997;29,200001;22,308847;77,246651;19,08;59,900002;22,24;17,530001;53,32061;28,475;5,76875;43,650002;NA;35,07;23,262501;35,36137;NA;32,310001;55,25;18,398226
"2002-11-19";63,869999;32,167274;46,119999;0,277679;31,02;22,309999;33,875;13,84;22,959999;NA;75,43;26,030001;21,641487;74,799232;18,309999;59;21,66;17,700001;53,969467;27,775;5,6825;43,009998;NA;34,299999;23,245001;34,731846;NA;31,33;53,689999;17,9543
"2002-11-20";63,724998;32,648689;45,93;0,273214;31,200001;22,48;33,75;13,8;23,344999;NA;75,089996;25,25;21,784494;74,521988;18,24;58,599998;22,299999;17,780001;54,971375;27,504999;5,63125;43,275002;NA;34,23;22,275;34,174267;NA;31,35;53,049999;17,757
"2002-11-21";64,360001;33,944134;47,049999;0,283929;32,200001;23,389999;34,150002;15,32;23,25;NA;77,75;24,950001;22,632994;78,441681;19,4;60;24,049999;18,049999;56,774811;28,49;5,8;43,994999;NA;35,75;22,48;35,118553;NA;31,68;54,400002;18,299576
"2002-11-22";65,489998;34,495571;47,860001;0,287321;32,84;24,004999;33,625;14,93;23;NA;79,010002;24,98;23,52916;80,258125;19,809999;59,48;24,309999;18,530001;56,25;28,725;5,62625;43,325001;NA;35,759998;21,395;35,972912;NA;30,200001;53,959999;19,286076
"2002-11-25";64,550003;34,583103;47,509998;0,28625;33,549999;24,35;33,349998;15;22,525;NA;79,120003;25,25;23,16688;80,908218;20,049999;58,16;25;18,48;56,994274;29,030001;5,5;43,035;NA;36,400002;20,7325;35,981903;NA;29,950001;53,450001;19,286076
"2002-11-26";63,375;34,469315;46,259998;0,283036;33,700001;24,225;33,625;14,9;22,309999;NA;79,010002;25,25;23,071543;82,361374;20,51;57,759998;24,9;17,969999;56,870228;28,82;5,58125;42,625;NA;35,68;19,375;36,872234;NA;28,450001;53,400002;18,792826
"2002-11-27";63,445;33,436459;47,32;0,278571;34;23,625;33,139999;14,87;22,5;NA;77,400002;25,27;23,214548;82,122368;20,57;56,849998;24,549999;18,190001;56,488548;28,799999;5,515;42,215;NA;35,650002;20,25;36,062843;NA;28,549999;53,25;19,187426
"2002-11-29";64,75;34,513081;48,400002;0,281964;35,029999;24,9;33,375;15,12;23,075001;NA;79,650002;26,49;24,310923;83,852776;21,190001;57,740002;25,4;18,379999;57,166031;29,215;5,6675;42,255001;NA;36,290001;20,0975;37,393841;NA;28,610001;54,740002;19,483376
"2002-12-02";65,150002;34,084183;48,91;0,283929;34,599998;24,955;33,599998;15,35;23,09;NA;78,879997;27,48;25,645639;84,703636;21,879999;56,59;25,99;18,629999;57,681297;29,325001;5,75;41,814999;NA;37,490002;20,4625;37,861488;NA;29,290001;55,959999;19,63135
"2002-12-03";63,799999;33,804085;48,290001;0,271429;34,25;24,485001;33,525002;14,42;22,75;NA;78,790001;26,35;24,40626;82,906311;20,9;55,700001;25,1;18,700001;56,354961;28,639999;5,825;41;NA;35,75;19,165001;37,195988;NA;28,639999;54,380001;18,7435
"2002-12-04";64,010002;32,893772;46,990002;0,271071;33,77;23,4;33,580002;14,42;22,35;NA;78,510002;25,440001;23,881907;79,741875;19,4;55,830002;24,620001;18,02;55,782444;28,065001;5,7875;42,244999;NA;35,939999;19,725;36,197742;NA;28,52;53,900002;17,204559
"2002-12-05";64,089996;33,305164;47,77;0,268393;33,75;23,5;34,25;14,71;22,825001;NA;75,849998;25,879999;24,215586;81,166351;20,07;56,939999;24,700001;18,17;57,013359;28,475;5,76375;43,025002;NA;35,700001;20,772499;36,062843;NA;29,700001;54,439999;17,490644
"2002-12-06";62,474998;31,992214;47,279999;0,261607;32,400002;22,775;33,98;13,78;22,4;NA;73,099998;25,450001;22,642527;77,915871;18,610001;55;22,959999;18,33;55,725189;27,434999;5,6375;42,740002;NA;35,09;20,825001;34,444061;NA;28,75;52,75;17,017124
"2002-12-09";63,055;32,429867;49,099998;0,266786;32,630001;23,084999;34,189999;13,95;22,6;NA;74,510002;25,950001;23,071543;77,437859;18,450001;55,080002;23,860001;17,85;54,398853;27,5;5,64125;43;NA;35,049999;20,84;35,613182;NA;29,799999;53,040001;16,898745
"2002-12-10";62,174999;32,167274;48,130001;0,263393;32,349998;22,504999;33,735001;13,56;22,555;NA;73,510002;25,84;22,8332;75,143402;17,83;55,849998;23,27;17,41;56,068703;26,780001;5,445;43,5;NA;34,689999;20,2325;34,444061;NA;29,75;51,860001;16,425224
"2002-12-11";62,549999;31,904684;46,990002;0,273214;32,049999;22,775;33,75;13,72;23,225;NA;74,010002;26,780001;23,090611;77,246651;17,940001;55,400002;23,860001;17,1;56,307251;26,924999;5,39875;43,830002;NA;35,25;20,674999;34,039368;NA;30,1;51,799999;16,425224
"2002-12-12";62,650002;31,922192;49,400002;0,276964;32;22,855;33,825001;14,07;23,15;NA;73,639999;27,190001;23,977243;77,676865;18,41;56,18;24,09;17,200001;55,725189;27,5;5,3775;44;NA;35,220001;20,825001;34,623924;NA;30,200001;52,25;16,49428
"2002-12-13";61,634998;32,088497;50,040001;0,270357;32,049999;22,559999;33,974998;13,89;22,375;NA;74,239998;27,299999;22,880869;75,764816;17,85;55,060001;23,950001;17,16;53,835876;26,84;5,47625;43,849998;NA;34,400002;21,022499;33,949432;NA;29,1;51,380001;16,29698
"2002-12-16";60,955002;31,493294;50,349998;0,264464;31,27;22,424999;34,025002;13,55;22,924999;NA;73,099998;26,4;22,8332;76,099426;17,690001;54,77;23,799999;17,5;55,200382;26,5;5,33625;43,709999;NA;34,049999;20,48;35,253452;NA;29;50,549999;16,425224
"2002-12-17";61,724998;32,228546;50,200001;0,265179;32,060001;23,139999;34,275002;13,64;22,924999;NA;74,300003;26,450001;23,271749;77,05545;18,190001;54,950001;24,799999;16,549999;55,830154;27,209999;5,52875;44;NA;35,299999;20,549999;35,793045;NA;29,4;51,849998;16,622524
